account_id,duns_number,company_name,industry,revenue,employee_count,founded_date,address,city,state,country
435,36-902-6201,Reichel-Bruen,Finance,503912820.23,2438,11/6/1943,20179 Kennedy Court,Karolinka,,Czech Republic
436,20-435-7495,Kris-Breitenberg,Retail,296474513.85,1255,1/6/1922,152 Bultman Alley,Daruoyan,,China
437,06-093-5817,Kozey and Sons,Technology,399499855.35,792,7/22/1907,2238 Schmedeman Junction,Duobagou,,China
438,16-651-8960,Herman LLC,Healthcare,980618587.63,568,10/18/2002,1293 Porter Park,Sandaohezi,,China
439,92-266-2885,Harris LLC,Technology,731373857.64,1094,11/7/1938,5 Algoma Street,Santa Ana,CA,United States
440,99-508-1454,Ledner LLC,Technology,347785040.65,4848,9/18/1996,18 Lillian Point,Kertosari,,Indonesia
441,10-594-0960,Krajcik LLC,Technology,579101318.96,3943,11/30/2009,327 Mosinee Drive,Predavac,,Croatia
442,07-203-1330,Reichel-Gislason,Technology,16311807.36,2104,2/4/2015,712 Talmadge Point,Grojec,,Poland
443,49-933-7362,Jacobs and Sons,Retail,433700864.37,4390,12/16/2015,018 Mallard Court,Kalbugan,,Philippines
444,55-964-5956,Dietrich-Kling,Finance,835719295.67,535,10/4/1951,2380 Truax Terrace,Tianchi,,China
445,70-461-3516,Smitham-Will,Healthcare,724133154.85,307,6/18/1946,0549 Northfield Drive,Leyuan,,China
446,54-331-1698,"Stracke, Bauch and Treutel",Technology,454382048.58,164,4/7/1996,6 Vidon Court,Pho Duc,,Vietnam
447,19-947-7150,Mertz LLC,Healthcare,932011735.81,965,2/9/1902,2 Katie Lane,Barroco,13,Portugal
448,45-660-9053,"Wilderman, Feest and Sporer",Retail,591690949.94,209,10/25/2014,8768 Riverside Alley,Ishimbay,,Russia
449,55-146-6491,Yost and Sons,Healthcare,317565275.47,4977,7/22/1945,8 Summer Ridge Place,Kyzyl-Oktyabr’skiy,,Russia
450,59-528-3134,Wiza Inc,Healthcare,22981937.89,3463,9/27/2002,4784 Onsgard Road,Malanville,,Benin
451,02-523-8673,Kutch-Nikolaus,Healthcare,328461123.49,1575,2/26/1925,64 Sutteridge Parkway,Tamansari,,Indonesia
452,12-143-0124,"Reichel, Williamson and Kozey",Healthcare,104332566.47,3355,8/12/1937,62 Jana Hill,Lampa,,Peru
453,55-091-7402,Lebsack Inc,Healthcare,50145438.52,764,11/16/1962,774 Grayhawk Circle,Thaba Nchu,,South Africa
454,56-073-0819,Johns-Bogan,Finance,791714144.67,1533,7/14/2005,068 Fieldstone Terrace,Janas,11,Portugal
455,66-928-3375,Cassin-Volkman,Finance,761284960.82,4511,3/1/1974,09 Heffernan Junction,Zongluzui,,China
456,85-640-2427,"Luettgen, Romaguera and Goyette",Finance,302542636.03,1344,5/25/2014,9210 Nancy Junction,Molina,,Chile
457,91-545-5851,"Gutkowski, Goyette and Bernhard",Technology,220625336.49,4787,11/20/1970,677 Lyons Road,Quwaysinā,,Egypt
458,47-248-3747,Torphy-Emmerich,Finance,328203414.58,2515,5/27/1968,12 Washington Crossing,Xiamazhuang,,China
459,21-004-5520,Reichel-Corkery,Retail,94167635.15,728,8/2/2007,049 Johnson Lane,Batulenger Barat,,Indonesia
460,49-946-8501,"Hamill, Sporer and Carter",Healthcare,397287650.98,3383,7/1/1936,45 Fieldstone Alley,Prokhorovka,,Russia
461,34-237-7388,Schumm-Ratke,Technology,652003453.59,1109,10/11/2019,7768 Chinook Pass,Pruszcz Gdański,,Poland
462,70-220-0031,Spencer LLC,Technology,612177777.42,2711,8/28/1958,660 Brown Junction,Prroshyan,,Armenia
463,01-525-3497,"Monahan, Kiehn and Dicki",Healthcare,872213239.07,2206,4/19/1994,619 Loomis Junction,Fenggang,,China
464,26-145-8926,Swift-Mills,Healthcare,191089021.76,2622,5/8/1958,58471 Duke Court,Palos,,Tajikistan
465,97-087-3976,O'Reilly Group,Healthcare,205120099.71,243,8/13/1902,54 Prairie Rose Way,Kowale,,Poland
466,30-102-7363,"Yost, Huel and Baumbach",Technology,784060493.79,1253,2/25/1904,19 Chinook Parkway,Karangpaningal,,Indonesia
467,22-277-8465,Koss-Buckridge,Technology,466086973.59,3143,11/22/1966,189 Maryland Lane,Greensboro,NC,United States
468,34-628-7467,Quitzon Group,Technology,804581332.56,489,4/2/2017,2576 Scoville Center,Episkopí,,Greece
469,13-922-3085,"Doyle, Strosin and Harvey",Finance,125692442.24,805,11/14/1916,41618 Miller Point,Emin,,China
470,07-644-8158,Breitenberg and Sons,Finance,478886993.04,4105,7/20/1910,1 Eliot Plaza,Gandrungmangu,,Indonesia
471,94-677-7384,"D'Amore, Koelpin and Glover",Retail,531606500.52,1970,7/19/1975,3 Arizona Parkway,Lidköping,O,Sweden
472,52-496-2019,Lakin Inc,Finance,406476481.41,4591,7/24/1998,246 Ruskin Road,Mangunjaya,,Indonesia
473,24-032-6977,Upton-Ziemann,Finance,121007408.49,1183,12/27/1997,24 3rd Parkway,Tomelilla,M,Sweden
474,22-024-5955,Roob and Sons,Finance,549698349.52,4358,2/17/2020,199 Michigan Drive,Cinco Saltos,,Argentina
475,16-626-2015,"Koelpin, Williamson and Nitzsche",Finance,326058759.12,1689,2/19/2016,67 Rigney Place,Tapes,,Brazil
476,17-127-7377,Pacocha LLC,Technology,243845826.4,122,12/26/1978,9 Trailsway Park,Sebuku,,Indonesia
477,57-441-1393,Romaguera LLC,Technology,900020406.05,691,2/24/1967,8 Haas Alley,Gorshechnoye,,Russia
478,09-491-4058,Jacobson Inc,Retail,129228391.8,1064,5/10/1974,87951 Mallory Street,Changzhi,,China
479,80-705-6182,"Runte, Sauer and Torp",Finance,129343290.91,3588,8/22/1908,578 Melvin Crossing,Cigoong,,Indonesia
480,47-030-7060,"Bergnaum, Predovic and Buckridge",Retail,89600181.51,4222,2/4/1968,43 Nelson Road,Tomsk,,Russia
481,53-416-1338,"Schiller, Adams and Zieme",Healthcare,509033988.24,1942,12/19/1900,3280 Artisan Circle,Pasarkolot,,Indonesia
482,52-251-6726,Dooley and Sons,Retail,743501105.57,4925,1/7/1998,008 Autumn Leaf Court,Tammela,,Finland
483,17-894-2557,Rice Inc,Finance,943148723.86,1309,5/18/1999,9 Schurz Circle,Lolak,,Indonesia
484,59-299-5342,Heidenreich-Corkery,Technology,822593595.27,1719,1/23/1984,00 Cardinal Plaza,Kensington,PE,Canada
485,97-968-7819,"Roob, Crooks and Pagac",Finance,611059551.71,34,8/12/1918,79708 Raven Crossing,Nanmo,,China
486,34-713-1378,Bailey-Hodkiewicz,Technology,655301674.74,3098,9/15/1925,45620 Londonderry Junction,Wirodayan,,Indonesia
487,40-659-7798,Russel LLC,Retail,402006892.62,3904,7/30/1968,74536 Vidon Junction,Jiangchang,,China
488,33-494-9496,Pacocha Inc,Finance,876942762.51,4278,7/19/1965,4583 Harper Junction,Stockholm,AB,Sweden
489,39-493-7397,Hahn-Satterfield,Technology,459530101.87,3083,11/1/1928,1 Burning Wood Way,Iporá,,Brazil
490,82-790-3033,Johns-Turcotte,Healthcare,285087623.14,2378,5/8/2004,6980 Burrows Crossing,Wao,,Philippines
491,51-411-2638,Nolan-Haley,Healthcare,650698296.85,272,10/2/1949,720 Northland Alley,Pasirpanjang,,Indonesia
492,01-543-4331,Schneider Inc,Healthcare,327201191.56,4168,4/6/1958,1558 Service Terrace,Listvyanka,,Russia
493,61-346-4476,Luettgen-Kuhic,Retail,720092814.24,4459,9/1/1930,2 La Follette Pass,Nielisz,,Poland
494,10-371-7779,Schmeler-Monahan,Retail,356707706.92,1359,5/23/1906,1328 Eastlawn Street,Pilcuyo,,Peru
495,08-385-7408,Kovacek-Hahn,Technology,243360791.08,4310,6/1/1997,46678 Clove Court,Seixal,15,Portugal
496,36-115-4094,"Jerde, Casper and Keeling",Retail,630040611.55,1789,5/25/1922,72 American Ash Point,Guihuaquan,,China
497,02-041-2880,Barton LLC,Finance,627779778.46,3734,7/9/1937,74000 Westridge Street,Liboro,,Philippines
498,95-398-6806,"Corwin, Gutmann and Mills",Finance,798763696.2,4607,10/12/1925,811 Kensington Avenue,Irapa,,Venezuela
499,42-932-4443,Erdman Group,Healthcare,457348103.55,4358,10/8/2018,56865 Lunder Center,5 de Mayo,TAM,Mexico
500,44-196-0133,Kautzer LLC,Retail,226807497.57,3361,2/25/1967,40 Commercial Street,Hołoby,,Ukraine
501,77-320-7558,Littel-Jerde,Technology,702297345.13,4050,7/1/1957,5 Farmco Trail,Strelitsa,,Russia
502,89-671-6269,Dicki-Dach,Technology,18569898.44,1619,2/15/1999,142 Graedel Street,Cangkuang,,Indonesia
503,09-065-8782,Howe Inc,Healthcare,273685660.54,4099,1/5/2005,611 New Castle Pass,Sävedalen,O,Sweden
504,45-285-6678,Gorczany Group,Technology,39183388.23,493,3/9/1984,478 Riverside Pass,Kuala Lumpur,KUL,Malaysia
505,42-394-8141,"Will, Kuhic and Renner",Healthcare,909519317.45,1638,10/4/1930,81094 Rockefeller Plaza,Pohrebyshche,,Ukraine
506,83-952-3865,Goyette-McDermott,Healthcare,478564619.52,3924,8/1/1953,3 Johnson Lane,Stryków,,Poland
507,69-813-0963,Johnson-Stanton,Finance,354073829.38,4591,10/18/2001,18031 Loomis Hill,Vista Hermosa,VER,Mexico
508,36-312-1579,Hermiston and Sons,Healthcare,240419405.51,1428,5/6/1986,0280 Northfield Lane,Panikian,,Philippines
509,74-396-3982,"Weissnat, Rowe and Wyman",Healthcare,7597786.34,2959,3/2/1917,7845 Novick Alley,Trambalan,,Indonesia
510,60-433-8110,Mayert-Hudson,Retail,854979098.2,4002,3/27/1918,360 Coolidge Park,Báguanos,,Cuba
511,82-736-2209,Beer-Corwin,Finance,778503598.65,4559,12/9/1998,4 Victoria Court,Pukkila,,Finland
512,07-811-3798,Lebsack-Schuppe,Technology,912469820.14,2670,5/16/2012,2292 Oneill Way,Tipaz,,Philippines
513,99-247-6464,Windler LLC,Technology,851633578.28,3372,9/30/1902,2 Hermina Avenue,Jeremoabo,,Brazil
514,99-472-3758,"Brakus, Zieme and Christiansen",Retail,321539956.35,485,3/26/1970,5865 Darwin Point,Saumur,B5,France
515,55-779-5020,Homenick and Sons,Healthcare,416708776.72,3580,12/4/1978,31895 Banding Avenue,Gonça,03,Portugal
516,75-949-5714,Schimmel Group,Technology,626656078.63,3518,4/5/1904,31916 Kensington Center,Fengshan,,China
517,73-836-6488,Mohr-McDermott,Technology,37647220.43,1161,6/30/1949,6427 Upham Court,Pasirreungit,,Indonesia
518,58-218-1416,"Schowalter, Dare and Ward",Healthcare,703474009.69,205,2/12/2019,37 Tennyson Road,Molchanovo,,Russia
519,55-457-6927,Blanda and Sons,Technology,981655042.92,454,5/27/1980,6568 Bay Way,Chang’an,,China
520,22-477-2410,Oberbrunner-Keebler,Healthcare,848919276.06,2373,8/17/1900,04 Main Hill,Fedorovka,,Kazakhstan
521,51-978-9855,"Padberg, Vandervort and Kautzer",Finance,252770950.85,2686,3/9/1962,8 Michigan Street,Oslo,03,Norway
522,88-792-7857,Lang Inc,Technology,223760091.3,670,9/16/1980,45 Warner Hill,Bordeaux,97,France
523,79-240-0655,"Kulas, Renner and Robel",Retail,107159899.45,1083,1/11/1905,08349 Forster Center,Hanshou,,China
524,54-611-7312,"Nicolas, Rowe and White",Technology,271366971.16,2220,11/17/1980,2 Marcy Center,Śmiłowo,,Poland
525,02-974-4486,Parisian Inc,Technology,490779155.39,2583,10/7/1943,72315 Paget Alley,Wuyo,,Nigeria
526,56-825-4961,"Kutch, Kiehn and Tromp",Retail,128068676.59,4652,3/19/1990,1 Park Meadow Court,Hernández,,Argentina
527,22-026-6288,"Rice, Klein and Dicki",Retail,355059349.19,119,12/16/2019,80 Harper Parkway,Guadalupe,OAX,Mexico
528,88-637-2518,Heaney Inc,Technology,20309233.14,3616,3/30/1952,19 Shelley Parkway,Rabat,,Malta
529,13-648-6111,"Rath, Schamberger and Prosacco",Healthcare,512159510.58,4202,3/10/1993,27025 Ridgeway Junction,Blumenau,,Brazil
530,52-390-2645,Kozey-Kreiger,Retail,994368285.24,1076,9/7/2013,7636 Brickson Park Junction,Raposos,,Brazil
531,11-929-4020,Dicki LLC,Retail,597603631.79,1416,7/28/1964,6041 Arizona Point,Limbaan,,Philippines
532,37-068-2181,Gibson-Nicolas,Healthcare,572729307.05,4038,8/8/1970,0118 Bartelt Pass,Shar’ya,,Russia
533,27-062-8670,"Walter, Abernathy and Bogan",Finance,988817492.68,2507,3/15/1964,70 Golf View Trail,Nova Iguaçu,,Brazil
534,70-102-8026,"Hackett, Herman and O'Conner",Healthcare,665682496.94,150,5/4/1971,41 Sutherland Drive,Helin,,China
535,16-042-7543,"Raynor, Turner and Koss",Finance,661821479.07,2766,6/8/1954,1 Pond Road,Vegreville,AB,Canada
536,74-453-0401,Jaskolski-Hackett,Healthcare,972175461.35,148,6/7/1927,46847 Knutson Plaza,Bouillon,WAL,Belgium
537,25-063-5010,"Koss, O'Conner and Daniel",Healthcare,610436236.78,3950,8/12/1989,11 Clarendon Circle,Cicurug,,Indonesia
538,31-484-7208,"Bradtke, Gorczany and Daugherty",Healthcare,677417674.26,1588,9/5/2008,48 Oneill Crossing,Zoumaling,,China
539,25-990-1865,Goyette Group,Technology,340380747.14,3129,2/21/1919,98144 Green Ridge Center,Xinzha,,China
540,19-388-5524,Howe-Romaguera,Healthcare,299641673.25,2377,6/9/1953,07 Swallow Junction,Guararapes,,Brazil
541,22-534-9606,"VonRueden, Sipes and Armstrong",Retail,205868283.81,379,10/12/2000,50672 Bartelt Street,Warren,OH,United States
542,83-381-5713,"White, Hermiston and Ryan",Finance,297647243.09,3001,10/24/1946,586 Ryan Lane,Rogóźno,,Poland
543,59-794-3864,Schroeder-Russel,Technology,934215088.98,3694,12/16/1911,85102 Boyd Terrace,Anqing,,China
544,90-759-9495,"Stiedemann, Harber and Veum",Technology,526011563.16,2265,10/9/1941,44 Burning Wood Junction,Huntsville,AL,United States
545,88-560-8406,Dietrich Group,Retail,431072879.14,4989,9/6/1940,6898 Forest Point,Senekal,,South Africa
546,45-295-6285,Kuhic-Padberg,Healthcare,657273282.1,2177,11/13/1962,65624 Hanson Court,Castrovirreyna,,Peru
547,65-882-5140,"Schumm, Graham and Emmerich",Finance,227365588.37,3815,10/23/1944,90537 Elka Parkway,Vabalninkas,,Lithuania
548,43-186-6092,"Lakin, Satterfield and Doyle",Finance,598240041.45,4403,9/22/1909,64798 Columbus Plaza,Papelón,,Venezuela
549,47-265-5288,McClure Inc,Technology,734420797.46,20,4/2/2016,52 Burning Wood Point,Barra de São Francisco,,Brazil
550,34-329-9540,Herman Inc,Healthcare,609252676.66,2834,1/27/1986,1 Melby Circle,Villa de Soto,,Argentina
551,77-837-1454,"Dach, Rippin and Dibbert",Finance,604101463.73,1511,7/8/1995,65 Lyons Park,Mor Laok,,Indonesia
552,51-165-7864,Volkman-DuBuque,Technology,626691896.07,2053,5/14/1976,29 Granby Road,Same,,East Timor
553,95-490-1140,"Koch, Durgan and Erdman",Technology,244841163.05,1686,9/1/1984,8 Lukken Point,Tokushima-shi,,Japan
554,56-488-9470,"Schmitt, Murray and Steuber",Healthcare,774890820.83,1536,12/26/1971,1443 Fair Oaks Hill,Salamá,,Guatemala
555,68-489-5994,"Howell, Dooley and Wuckert",Finance,515294271.5,1433,10/5/1958,2849 Ohio Terrace,Staropavlovskaya,,Russia
556,45-620-7644,"Cole, Feeney and Pacocha",Retail,987941154.86,2422,9/21/1970,872 Luster Point,Höllviken,M,Sweden
557,78-683-9740,Lubowitz-Leuschke,Technology,568223379.74,4494,3/25/1972,32 Hauk Point,Le Perreux-sur-Marne,A8,France
558,84-248-3774,"Weimann, Hagenes and Koss",Retail,682194110.61,2964,8/26/2018,8 Buhler Hill,Jindayris,,Syria
559,95-223-0191,Ryan-Fadel,Healthcare,783814193.23,3345,11/9/1922,01 Red Cloud Circle,Weicheng,,China
560,88-209-6853,Terry-Collier,Finance,491806378.82,3377,3/31/1975,8959 Burrows Hill,George Hill,,Anguilla
561,75-224-4488,Prohaska-Hintz,Finance,416708510.56,3352,3/31/1984,304 Springs Plaza,Smiths Falls,ON,Canada
562,96-024-6205,Schmidt-Turner,Retail,961563822.82,3981,4/17/1962,5068 Warrior Point,Stryszawa,,Poland
563,39-118-6985,Runolfsdottir-Daniel,Retail,420416421.83,908,9/16/1916,822 Bobwhite Circle,Shilin,,China
564,36-158-4976,Berge-Boehm,Technology,565584287.88,968,1/31/2000,9 Cascade Alley,Zhangxiong,,China
565,11-627-1339,Streich-Macejkovic,Retail,723183199.4,438,7/12/1929,53 Melvin Point,Vahdat,,Tajikistan
566,51-317-0170,Williamson-Runte,Finance,177812363.11,179,2/6/1995,1705 Milwaukee Court,Shiraoka,,Japan
567,84-347-6726,"Friesen, Hermiston and Corwin",Retail,637129363.25,4642,11/28/1941,99 Union Pass,Zaragoza,AR,Spain
568,60-760-1769,Ratke and Sons,Healthcare,529769965.2,4408,7/25/1937,39618 Almo Drive,Boucinha,03,Portugal
569,14-556-8379,Orn-Willms,Retail,18150748.36,1659,8/2/1982,84723 Fairview Trail,Longtian,,China
570,03-590-9433,Pouros and Sons,Technology,302266144.14,660,4/7/1926,924 Marquette Plaza,Krajan Keboromo,,Indonesia
571,29-579-9184,"Schmeler, Howell and Wunsch",Healthcare,124688289.71,74,10/4/2004,0418 Bayside Plaza,Sŏnbong,,North Korea
572,94-242-7533,"Braun, Bode and Von",Finance,454714204.4,4077,12/29/1909,98 Briar Crest Plaza,Chuguyevka,,Russia
573,53-272-7599,Blick LLC,Healthcare,205287897.3,2038,3/24/1921,37348 Algoma Junction,Naekan,,Indonesia
574,96-688-4465,Grimes Group,Healthcare,903342218.05,4105,9/12/2005,8672 Riverside Parkway,Youngstown,OH,United States
575,20-652-9876,Stehr-Cremin,Finance,945738347.04,2489,11/14/1913,5 Duke Pass,Pionerskiy,,Russia
576,88-795-0253,"Waters, Williamson and Bruen",Finance,354815533.13,2680,11/15/1970,8 Northfield Parkway,Stockholm,AB,Sweden
577,71-209-3022,Greenholt-VonRueden,Healthcare,172365803.32,2181,3/15/2002,76543 Ridgeway Plaza,Taubaté,,Brazil
578,31-794-7496,Gutkowski Inc,Retail,657189815.1,4283,3/23/1979,52291 Carey Crossing,El Dividive,,Venezuela
579,34-839-3505,Sawayn Inc,Healthcare,403865508.44,4661,6/20/1931,92487 Algoma Circle,Dalsjöfors,O,Sweden
580,61-697-2067,Cormier Group,Healthcare,711425434.95,2622,2/26/1953,50959 Hagan Parkway,Springfield,IL,United States
581,87-682-0657,Crooks and Sons,Retail,468473800.75,3460,1/30/1989,899 Fisk Drive,Eckerö,,Aland Islands
582,93-162-7308,Pouros and Sons,Finance,952055228.61,1371,9/8/2000,561 Old Shore Lane,Kosmach,,Ukraine
583,78-265-5487,Gislason-Paucek,Technology,183671257.34,3842,7/28/1948,8 Kim Avenue,Bagumbayan,,Philippines
584,32-761-2571,"Steuber, Dooley and Jakubowski",Retail,952524002.58,3976,3/11/1961,3 Carioca Parkway,Shuanghe,,China
585,39-131-9381,"Crona, Hagenes and Emard",Technology,133203611.52,2525,5/23/1971,0457 Northridge Way,Shimabara,,Japan
586,50-403-1413,Kiehn Inc,Healthcare,353676414.34,4230,4/18/1996,570 Washington Parkway,Balin,,China
587,01-047-9505,Olson and Sons,Retail,644464292.13,2189,2/2/2020,21 Kennedy Drive,Nantang,,China
588,73-910-4466,Towne-Fahey,Finance,635167374.01,3540,2/14/1944,3464 Pennsylvania Lane,Nahrīn,,Afghanistan
589,00-133-1454,Zulauf LLC,Technology,382027173.47,205,1/17/1991,455 Bellgrove Center,Belén,,Paraguay
590,22-076-0850,Gerlach-Cole,Finance,915122928.2,2605,2/14/2012,65 Melvin Alley,Huohua,,China
591,14-783-9790,King-Prohaska,Healthcare,693896112.93,2156,7/3/1939,97807 Lake View Court,Fulu,,China
592,83-466-8373,Kreiger Inc,Healthcare,853126834.46,3794,6/17/1924,94 Northland Terrace,Quanshang,,China
593,31-346-8394,Welch-Homenick,Technology,60615156.49,1464,9/13/2002,81 Longview Alley,Bato,,Philippines
594,49-996-5374,MacGyver LLC,Retail,759650450.82,3643,3/9/1996,94 Gulseth Alley,Rio Pardo,,Brazil
595,49-336-9425,Hills and Sons,Finance,976478560.51,1827,12/3/1948,62 Sachtjen Alley,Puerto Boyacá,,Colombia
596,79-593-7586,"Ernser, Torphy and Klein",Finance,662269049.68,2223,12/4/2007,64 Karstens Court,Ash Shajarah,,Jordan
597,72-800-1905,Heidenreich-Kub,Technology,244138941.4,4563,7/28/1995,7591 5th Alley,Tiel,03,Netherlands
598,15-924-5009,Schuppe-Walter,Healthcare,576298661.44,2820,9/20/1968,17 Daystar Trail,Kotadukuh,,Indonesia
599,58-185-7098,"Bednar, Mills and MacGyver",Retail,77338262.23,96,8/5/1989,093 Kim Center,Amagi,,Japan
600,07-045-0768,"Howell, Hagenes and Hamill",Technology,302208125.11,551,4/3/1917,77244 Norway Maple Plaza,Puerto Asís,,Colombia
601,26-162-9531,"Ortiz, Barton and Dickinson",Technology,332002348.53,1200,4/28/1970,4034 Vahlen Drive,Zhaitou,,China
602,30-814-3009,Kihn Inc,Technology,140760582.58,2211,8/9/1991,0 Hayes Circle,Petrovskaya,,Russia
603,49-216-2280,Berge Inc,Technology,632040981.7,3783,11/2/1906,56450 Hintze Alley,Sekongkang Bawah,,Indonesia
604,58-600-5736,Graham-Carroll,Technology,111812618.72,4921,7/16/1948,14 Pepper Wood Trail,Hejiayan,,China
605,02-066-0632,"Vandervort, Gislason and Koelpin",Finance,100914230.65,2322,3/30/1990,755 Pierstorff Avenue,Vsevolozhsk,,Russia
606,70-801-5133,Yundt Group,Finance,78886138.26,1691,9/10/1978,93 David Pass,Panganiban,,Philippines
607,24-652-9263,"Hickle, Tremblay and Gibson",Finance,169825539.9,2636,10/20/1947,50 Mifflin Circle,Norberg,U,Sweden
608,17-109-8967,Greenholt LLC,Healthcare,625810224.67,2925,3/13/2011,9099 3rd Road,Leiden,11,Netherlands
609,19-938-6251,"Trantow, Heaney and Aufderhar",Retail,427063684.44,407,11/23/1997,7374 Hudson Way,Lupane,,Zimbabwe
610,00-831-0551,Dicki-Bins,Healthcare,311429845.08,645,5/24/1987,0 Logan Drive,Caledon,,South Africa
611,75-585-4173,O'Conner-Pollich,Retail,919040535.99,2681,12/29/1944,8610 Dryden Trail,Kachar,,Kazakhstan
612,65-748-8618,"Bartell, Sauer and Wehner",Technology,415385075.03,3458,8/22/2021,50201 Towne Court,Steinkjer,17,Norway
613,84-907-9971,"Quitzon, Price and Padberg",Technology,519294951.82,3381,8/31/1951,22266 Bonner Lane,Cingambul,,Indonesia
614,95-758-9952,Wilderman Group,Healthcare,196396554.66,3639,11/6/1951,72049 Clove Hill,Abreu e Lima,,Brazil
615,89-620-6413,"Aufderhar, Dibbert and Gleason",Technology,598852527.9,3817,9/16/1994,92126 Walton Road,Taohuajiang,,China
616,76-702-3552,"Schiller, Langosh and Zemlak",Retail,788056071.48,1647,7/5/2002,821 Truax Alley,Kutno,,Poland
617,83-894-2330,Effertz Group,Healthcare,366635432.92,2106,3/25/1944,8 Quincy Road,Bene 'Ayish,,Israel
618,28-851-1817,Heller Group,Healthcare,912820056.87,3475,8/3/1925,23647 Kenwood Hill,Iracemápolis,,Brazil
619,25-435-6665,Walter Inc,Technology,380280388.45,4677,7/23/1980,7 West Point,Likino-Dulevo,,Russia
620,77-893-7272,Marquardt-Lindgren,Healthcare,262542119.22,1130,4/17/1958,424 Ridgeway Junction,Badovinci,,Serbia
621,95-516-7715,"Yost, Rodriguez and Lesch",Retail,183622245.6,395,7/13/1953,1 Service Terrace,Zhusha,,China
622,81-417-7731,Wuckert-Harber,Finance,903721755.69,197,5/14/1937,81 Elgar Trail,Gombong,,Indonesia
623,75-565-2361,Emmerich Group,Finance,884282566.41,3331,4/25/1932,24 Fallview Court,Megati Kelod,,Indonesia
624,00-858-5922,Miller-Collier,Healthcare,627543262.1,2136,1/23/1937,6566 Saint Paul Crossing,Pedregal,,Panama
625,92-462-0936,"Schuppe, Padberg and Hauck",Technology,693907776.85,288,9/16/1937,5 Dwight Plaza,Melita,MB,Canada
626,17-280-1922,Anderson and Sons,Healthcare,476013737.7,4125,8/18/2004,4138 Pepper Wood Pass,Saint-Maurice,A8,France
627,53-685-3001,"Blick, Powlowski and Schimmel",Finance,462908723.48,1173,6/23/2019,5 Roxbury Trail,Alcanena,14,Portugal
628,14-702-9455,Lockman-Koepp,Healthcare,481032323.68,4592,6/22/2017,704 Manitowish Terrace,Itapecerica da Serra,,Brazil
629,33-466-1135,Kreiger LLC,Finance,462678373.6,4395,11/22/2003,129 Westerfield Parkway,Loei,,Thailand
630,09-398-9255,"D'Amore, Wilderman and Tillman",Finance,726111144.69,4015,5/30/1942,3 Eliot Avenue,Svoge,,Bulgaria
631,56-559-8297,Feil-Jakubowski,Finance,195435723.94,3260,10/4/1961,0 Ryan Drive,Sam Khok,,Thailand
632,96-706-3266,"Howe, Grady and Mohr",Technology,103188382.87,4734,12/20/1917,58521 Bayside Point,Zelenokumsk,,Russia
633,27-591-5179,"Yost, Johns and Kessler",Technology,807199544.54,3382,10/26/1937,09000 Magdeline Parkway,Novi Kneževac,,Serbia
634,70-297-0082,Glover-Satterfield,Finance,380865871.67,4939,8/3/1986,319 Monica Circle,Rego,13,Portugal
635,20-482-6624,Schoen Group,Finance,528344816.35,2024,12/8/1926,8 Pepper Wood Junction,Billère,97,France
636,04-241-7932,Gorczany-Farrell,Healthcare,771928491.42,1421,9/13/1984,1769 Oneill Terrace,Qingyun,,China
637,00-127-0318,Morissette and Sons,Healthcare,600770416.93,745,4/18/1955,04777 Golden Leaf Way,Fiorentino,,San Marino
638,72-183-2662,"Pagac, Baumbach and Green",Technology,702967774.56,2787,2/19/2014,917 Havey Place,Kaltan,,Russia
639,68-706-0724,"Reilly, Greenfelder and Stamm",Finance,538282006.55,4265,3/31/1922,7 Kipling Trail,Pegongan,,Indonesia
640,98-561-9828,Bosco-Lockman,Technology,71397449.75,4398,2/9/2021,49885 Portage Court,Aş Şanamayn,,Syria
641,26-835-4359,Mante Inc,Retail,643749048.0,963,3/10/1980,979 Farwell Street,Torbeck,,Haiti
642,53-298-8938,Walter-Bruen,Healthcare,298833921.2,468,5/2/2018,8 Ohio Lane,Dampit Satu,,Indonesia
643,02-850-1827,Nader-Hackett,Finance,653295411.56,789,10/2/1956,68 Truax Hill,Bordeaux,97,France
644,32-434-8501,Klocko-Schaefer,Retail,243608677.08,3146,7/1/2019,9 Trailsway Plaza,Gucheng,,China
645,75-477-7802,"Bogan, Heathcote and Heidenreich",Technology,789151361.83,1148,5/3/1967,0281 Harper Hill,Sacapulas,,Guatemala
646,23-516-6267,"Yundt, Rosenbaum and Rath",Retail,224277005.12,243,11/6/1979,5 Wayridge Terrace,Wamba,,Democratic Republic of the Congo
647,25-449-0020,Quitzon-Bosco,Finance,945850808.34,219,2/14/1939,0 Buell Junction,Apengjiang,,China
648,11-206-4990,"Hoeger, MacGyver and Wiegand",Technology,133606864.99,2134,7/17/1939,2870 Pine View Terrace,Ulan Hua,,China
649,02-463-2009,Rippin LLC,Retail,240362561.06,3045,6/29/1923,8 Chive Place,Sparks,NV,United States
650,81-132-2640,Doyle Inc,Healthcare,863424388.09,3975,5/14/1949,9763 Nelson Trail,Yurimaguas,,Peru
651,92-601-2002,"Keebler, Crist and Douglas",Retail,128486499.59,2618,4/16/1981,39 Magdeline Place,Shahr-e Şafā,,Afghanistan
652,69-937-9352,"Cremin, Brown and Considine",Retail,377039852.16,4887,12/23/1905,090 Crescent Oaks Place,Ducheng,,China
